Service_Request_Type,Police_Precinct,Method_Received,Status,Year,Month,Request_Count
General Inquiry - Transportation,EAST,Find It Fix It Apps,Closed,2022,5,49
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Reported,2024,5,49
Parking Enforcement,SOUTH,Find It Fix It Apps,Reported,2024,7,49
Parking Enforcement,NORTH,Citizen Web Intake App,Closed,2023,9,49
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2023,1,49
General Inquiry - Transportation,NORTH,E-Mail,Closed,2024,1,49
Parking Enforcement,SOUTH,Find It Fix It Apps,Closed,2023,4,49
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2024,4,49
Pothole,EAST,Find It Fix It Apps,Reported,2022,8,49
Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2024,10,49
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed,2022,7,49
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2024,7,49
Parks and Recreation Maintenance,EAST,Find It Fix It Apps,Reported,2022,11,49
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Reported,2025,1,49
Abandoned Vehicle/72hr Parking Ordinance,EAST,Phone,Closed,2024,12,49
Streetlight Maintenance,NORTH,Citizen Web Intake App,Reported,2025,2,49
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Closed,2025,1,49
Clogged Storm Drain,SOUTH,Find It Fix It Apps,Closed,2024,11,49
Graffiti,EAST,Find It Fix It Apps,Closed,2022,12,49
Pothole,SOUTHWEST,Find It Fix It Apps,Reported,2023,7,49
Scooter or Bike Share Issue,SOUTHWEST,Find It Fix It Apps,Closed,2023,7,49
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Reported,2024,2,49
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Reported,2021,4,49
Parking Enforcement,EAST,Citizen Web Intake App,Reported,2023,5,49
Parking Enforcement,NORTH,Find It Fix It Apps,Reported,2025,2,49
Clogged Storm Drain,EAST,Find It Fix It Apps,Closed,2023,1,49
Abandoned Vehicle/72hr Parking Ordinance,WEST,Citizen Web Intake App,Closed,2023,1,49
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Closed,2023,6,49
Unauthorized Encampment,EAST,Citizen Web Intake App,Closed,2023,4,49
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2023,5,49
Graffiti,SOUTH,Find It Fix It Apps,Closed,2023,5,49
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Duplicate (Closed),2024,12,49
Street Sign and Traffic Signal Maintenance,NORTH,Citizen Web Intake App,Reported,2022,1,49
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2022,1,49
Graffiti,EAST,Find It Fix It Apps,Closed,2022,1,49
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Duplicate (Closed),2022,8,49
Unauthorized Encampment,WEST,Citizen Web Intake App,Closed,2023,3,49
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed,2023,9,49
General Inquiry - Transportation,EAST,Find It Fix It Apps,Closed,2022,7,49
General Inquiry - Public Utilities,NORTH,Citizen Web Intake App,Closed,2021,10,49
General Inquiry - Customer Service Bureau,NORTH,Find It Fix It Apps,Closed as Duplicate,2023,11,48
Graffiti,EAST,PremierOne CSR Mobile Apps,Closed,2021,10,48
Parking Enforcement,WEST,Citizen Web Intake App,Reported,2023,5,48
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Phone,Closed,2025,2,48
General Inquiry - Transportation,SOUTHWEST,E-Mail,Closed,2022,8,48
Unauthorized Encampment,EAST,Citizen Web Intake App,Closed,2023,1,48
Illegal Dumping / Needles,SOUTHWEST,Find It Fix It Apps,Duplicate (Closed),2024,8,48
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed,2021,4,48
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Closed,2021,11,48
Scooter or Bike Share Issue,EAST,Find It Fix It Apps,Closed,2022,3,48
Pothole,NORTH,Citizen Web Intake App,Reported,2021,4,48
General Inquiry - Transportation,WEST,E-Mail,Closed,2021,8,48
Graffiti,WEST,Find It Fix It Apps,Open,2025,3,48
Parking Enforcement,EAST,Find It Fix It Apps,Transferred to Other Dept,2021,10,48
Parking Enforcement,SOUTHWEST,Citizen Web Intake App,Closed,2021,7,48
Graffiti,SOUTH,Find It Fix It Apps,Closed,2021,10,48
General Inquiry - Transportation,NORTH,E-Mail,Closed,2021,1,48
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Closed,2024,8,48
Unauthorized Encampment,WEST,Find It Fix It Apps,Open,2025,2,48
General Inquiry - Transportation,NORTH,Phone,Closed,2021,10,48
General Inquiry - Transportation,EAST,Find It Fix It Apps,New,2025,3,48
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Duplicate (Closed),2022,1,48
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2024,5,48
Unauthorized Encampment,EAST,Citizen Web Intake App,Closed,2024,1,48
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed,2025,2,48
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2021,2,48
Abandoned Vehicle/72hr Parking Ordinance,EAST,Phone,Closed,2022,12,48
Graffiti,SOUTHWEST,Find It Fix It Apps,Reported,2021,2,48
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2024,10,48
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Closed,2024,5,48
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2022,10,48
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2024,12,48
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2024,8,48
Unauthorized Encampment,WEST,Citizen Web Intake App,Closed,2022,10,48
General Inquiry - Customer Service Bureau,SOUTH,Find It Fix It Apps,Reported,2024,7,48
Parks and Recreation Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2021,11,48
Abandoned Vehicle/72hr Parking Ordinance,WEST,Citizen Web Intake App,Closed,2022,9,48
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed,2025,4,48
Graffiti,NORTH,Find It Fix It Apps,Open,2025,3,48
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed,2024,12,48
Graffiti,NORTH,PremierOne CSR Mobile Apps,Closed,2023,9,48
Parking Enforcement,EAST,Citizen Web Intake App,Closed,2024,4,48
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed,2021,6,48
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Closed,2023,8,48
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2023,5,48
Parking Enforcement,WEST,Citizen Web Intake App,Closed,2022,6,48
General Inquiry - Transportation,EAST,Find It Fix It Apps,Closed,2022,3,48
Streetlight Maintenance,EAST,Find It Fix It Apps,Reported,2024,10,48
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2024,1,48
Parks and Recreation Maintenance,SOUTH,Find It Fix It Apps,Reported,2021,6,48
General Inquiry - Transportation,WEST,E-Mail,Closed,2022,6,48
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2021,7,48
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2024,1,48
General Inquiry - Customer Service Bureau,NORTH,E-Mail,Reported,2022,6,48
General Inquiry - Transportation,NORTH,E-Mail,Closed,2022,1,48
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2024,3,48
Streetlight Maintenance,NORTH,Citizen Web Intake App,Reported,2024,8,48
General Inquiry - Transportation,NORTH,Phone,Closed,2023,9,48
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2024,4,48
General Inquiry - Transportation,NORTH,Phone,Closed,2024,8,48
Unauthorized Encampment,WEST,Citizen Web Intake App,Closed,2023,1,48
Clogged Storm Drain,SOUTH,Find It Fix It Apps,Closed,2021,11,48
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Closed,2025,1,48
General Inquiry - Customer Service Bureau,EAST,Find It Fix It Apps,Reported,2021,10,48
Unauthorized Encampment,WEST,E-Mail,Closed,2022,7,48
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Duplicate (Closed),2023,7,48
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2024,10,48
Unauthorized Encampment,SOUTHWEST,Citizen Web Intake App,Closed,2025,3,47
General Inquiry - Transportation,EAST,Find It Fix It Apps,Closed,2022,12,47
Parks and Recreation Maintenance,SOUTH,Find It Fix It Apps,Reported,2022,2,47
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Closed,2022,7,47
Streetlight Maintenance,EAST,Find It Fix It Apps,Reported,2022,12,47
General Inquiry - Transportation,SOUTHWEST,E-Mail,Closed,2021,1,47
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2022,11,47
Pothole,WEST,Citizen Web Intake App,Reported,2023,3,47
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2021,8,47
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2022,9,47
Parking Enforcement,EAST,Find It Fix It Apps,Reported,2022,11,47
Streetlight Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2022,11,47
Traffic Signal Maintenance,EAST,Find It Fix It Apps,Reported,2024,3,47
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed,2023,11,47
Abandoned Vehicle/72hr Parking Ordinance,WEST,Citizen Web Intake App,Closed,2024,5,47
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Duplicate (Closed),2022,6,47
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2021,11,47
Graffiti,NORTH,Find It Fix It Apps,Closed as Duplicate,2022,1,47
Parking Enforcement,SOUTHWEST,Find It Fix It Apps,Closed as Duplicate,2022,6,47
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2025,3,47
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Duplicate (Closed),2023,9,47
Abandoned Vehicle/72hr Parking Ordinance,WEST,Phone,Closed,2025,1,47
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2023,5,47
Nuisance dogs in a park,SOUTHWEST,Find It Fix It Apps,Closed,2025,2,47
Street Sign and Traffic Signal Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2021,2,47
Graffiti,NORTH,Find It Fix It Apps,Closed as Duplicate,2022,4,47
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Duplicate (Closed),2021,5,47
Parking Enforcement,EAST,Find It Fix It Apps,Transferred to Other Dept,2022,8,47
Illegal Dumping / Needles,WEST,Find It Fix It Apps,Duplicate (Closed),2021,8,47
Streetlight Maintenance,WEST,Citizen Web Intake App,Reported,2022,12,47
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Closed,2021,1,47
Unauthorized Encampment,NORTH,Mass Entry,Closed,2025,1,47
Unauthorized Encampment,WEST,Citizen Web Intake App,Closed,2022,12,47
Graffiti,WEST,Find It Fix It Apps,Closed,2021,2,47
General Inquiry - Transportation,NORTH,Phone,Closed,2023,7,47
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Closed,2025,2,47
Overgrown Vegetation,SOUTHWEST,Find It Fix It Apps,Closed,2023,11,47
Traffic Signal Maintenance,EAST,Find It Fix It Apps,Reported,2025,4,47
General Inquiry - Transportation,EAST,Find It Fix It Apps,Closed,2021,3,47
Street Sign Maintenance,SOUTHWEST,Find It Fix It Apps,Reported,2025,2,47
Parking Enforcement,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,10,47
Abandoned Vehicle/72hr Parking Ordinance,EAST,Citizen Web Intake App,Closed,2021,10,47
General Inquiry - Customer Service Bureau,EAST,Find It Fix It Apps,Closed,2024,10,47
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed,2024,2,47
Pothole,SOUTHWEST,Find It Fix It Apps,Reported,2024,8,47
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2024,3,47
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Closed,2024,4,47
Streetlight Maintenance,EAST,Find It Fix It Apps,Reported,2021,12,47
Graffiti,SOUTHWEST,Find It Fix It Apps,Closed,2022,1,47
Dead Animal,NORTH,Find It Fix It Apps,Closed,2023,6,47
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2022,7,47
Abandoned Vehicle/72hr Parking Ordinance,NORTH,Phone,Open,2025,4,47
General Inquiry - Transportation,EAST,Find It Fix It Apps,New,2024,11,47
Scooter or Bike Share Issue,WEST,Citizen Web Intake App,Closed,2025,3,47
Parks and Recreation Maintenance,WEST,Find It Fix It Apps,Reported,2022,10,47
Scooter or Bike Share Issue,WEST,Citizen Web Intake App,Closed,2024,6,47
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed,2022,9,47
Clogged Storm Drain,NORTH,Find It Fix It Apps,Closed,2024,3,47
Parking Enforcement,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,8,47
General Inquiry - City Light,EAST,Citizen Web Intake App,Closed,2022,2,47
Abandoned Vehicle/72hr Parking Ordinance,EAST,Phone,Closed,2023,4,47
Parking Enforcement,EAST,Citizen Web Intake App,Closed,2024,8,47
Overgrown Vegetation,SOUTHWEST,Find It Fix It Apps,Closed,2024,3,47
General Inquiry - City Light,WEST,Citizen Web Intake App,Closed,2022,11,47
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Closed,2021,7,47
Clogged Storm Drain,NORTH,Citizen Web Intake App,Closed,2023,11,47
Overgrown Vegetation,EAST,Find It Fix It Apps,Closed,2022,12,47
Abandoned Vehicle/72hr Parking Ordinance,EAST,Phone,Closed,2023,6,47
Clogged Storm Drain,SOUTH,Find It Fix It Apps,Closed,2023,11,47
Illegal Dumping / Needles,WEST,Citizen Web Intake App,Closed,2021,10,47
Streetlight Maintenance,SOUTH,Find It Fix It Apps,Reported,2025,1,47
Abandoned Vehicle/72hr Parking Ordinance,SOUTHWEST,Phone,Closed,2025,1,47
General Inquiry - City Light,NORTH,Citizen Web Intake App,Closed,2024,3,47
General Inquiry - Customer Service Bureau,NORTH,Citizen Web Intake App,Closed,2021,5,47
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Reported,2024,7,47
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed,2023,12,47
General Inquiry - City Light,EAST,Citizen Web Intake App,Closed,2021,12,47
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2021,8,47
Parking Enforcement,WEST,Find It Fix It Apps,Transferred to Other Dept,2022,1,47
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Closed,2023,9,47
Parking Enforcement,EAST,Find It Fix It Apps,Transferred to Other Dept,2022,7,47
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2023,7,46
General Inquiry - Customer Service Bureau,SOUTH,Find It Fix It Apps,Reported,2021,1,46
General Inquiry - Customer Service Bureau,NORTH,Phone,Transferred to Other Dept,2022,9,46
Overgrown Vegetation,WEST,Find It Fix It Apps,Closed,2021,9,46
General Inquiry - City Light,NORTH,Citizen Web Intake App,Closed,2023,7,46
General Inquiry - Transportation,NORTH,Phone,Closed,2021,3,46
Illegal Dumping / Needles,SOUTH,Find It Fix It Apps,Duplicate (Closed),2021,11,46
Parking Enforcement,NORTH,Find It Fix It Apps,Closed as Duplicate,2023,8,46
Graffiti,EAST,Find It Fix It Apps,Closed as Duplicate,2023,11,46
General Inquiry - City Light,NORTH,Citizen Web Intake App,Closed,2023,5,46
General Inquiry - Transportation,SOUTHWEST,E-Mail,Closed,2021,8,46
Overgrown Vegetation,WEST,Find It Fix It Apps,Closed,2024,12,46
Business Violation of Public Health Requirements,NORTH,Find It Fix It Apps,Closed,2021,3,46
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2024,10,46
Parking Enforcement,WEST,Find It Fix It Apps,Reported,2024,12,46
General Inquiry - City Light,WEST,Citizen Web Intake App,Closed,2024,6,46
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2022,3,46
General Inquiry - City Light,WEST,Citizen Web Intake App,Closed,2021,1,46
General Inquiry - Customer Service Bureau,SOUTH,Find It Fix It Apps,Reported,2023,7,46
Illegal Dumping / Needles,NORTH,Citizen Web Intake App,Closed,2024,11,46
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2025,2,46
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Citizen Web Intake App,Closed,2022,11,46
Public Litter and Recycling Cans,EAST,Find It Fix It Apps,Closed,2025,4,46
Clogged Storm Drain,NORTH,Find It Fix It Apps,Closed,2022,5,46
General Inquiry - Transportation,WEST,Find It Fix It Apps,Closed,2021,2,46
General Inquiry - Customer Service Bureau,WEST,Citizen Web Intake App,Closed,2021,10,46
Illegal Dumping / Needles,WEST,Citizen Web Intake App,Closed,2022,5,46
Parking Enforcement,NORTH,Citizen Web Intake App,Closed,2025,4,46
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2022,2,46
General Inquiry - Customer Service Bureau,EAST,Citizen Web Intake App,Closed,2021,9,46
Pothole,WEST,Find It Fix It Apps,Reported,2021,5,46
Dead Animal,NORTH,Find It Fix It Apps,Closed,2022,7,46
General Inquiry - Transportation,SOUTHWEST,Find It Fix It Apps,Closed,2021,8,46
General Inquiry - Public Utilities,NORTH,Find It Fix It Apps,Closed,2023,9,46
Illegal Dumping / Needles,NORTH,Phone,Closed,2021,6,46
Unauthorized Encampment,NORTH,Mass Entry,Closed,2025,3,46
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed,2022,3,46
Streetlight Maintenance,NORTH,Find It Fix It Apps,Reported,2021,2,46
Illegal Dumping / Needles,EAST,Citizen Web Intake App,Closed,2022,6,46
Abandoned Vehicle/72hr Parking Ordinance,SOUTH,Citizen Web Intake App,Closed,2022,12,46
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed,2023,7,46
Overgrown Vegetation,WEST,Find It Fix It Apps,Closed,2021,8,46
Overgrown Vegetation,SOUTH,Find It Fix It Apps,Closed,2023,3,46
Unauthorized Encampment,WEST,Citizen Web Intake App,Open,2025,4,46
General Inquiry - Transportation,NORTH,E-Mail,Closed,2022,2,46
Unauthorized Encampment,SOUTH,E-Mail,Closed,2022,9,46
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2021,10,46
Graffiti,NORTH,Citizen Web Intake App,Reported,2021,5,46
Parking Enforcement,WEST,Find It Fix It Apps,Reported,2025,4,46
Parking Enforcement,EAST,Find It Fix It Apps,Reported,2024,7,46
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Closed,2023,1,46
Clogged Storm Drain,EAST,Find It Fix It Apps,Closed,2023,9,46
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Closed,2024,9,46
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Closed,2024,6,46
Graffiti,EAST,Find It Fix It Apps,Closed,2022,9,46
General Inquiry - Transportation,SOUTH,Find It Fix It Apps,Closed,2021,6,46
Public Litter and Recycling Cans,NORTH,Find It Fix It Apps,Closed,2023,1,46
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Reported,2023,7,46
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Reported,2025,3,46
Graffiti,EAST,Find It Fix It Apps,Reported,2025,2,46
Overgrown Vegetation,SOUTH,Find It Fix It Apps,Closed,2024,3,46
General Inquiry - Transportation,NORTH,Phone,Closed,2023,3,46
Clogged Storm Drain,NORTH,Find It Fix It Apps,Closed,2024,2,46
Graffiti,EAST,Find It Fix It Apps,Closed as Duplicate,2023,6,46
Streetlight Maintenance,WEST,Find It Fix It Apps,Reported,2024,2,46
General Inquiry - Customer Service Bureau,SOUTHWEST,Find It Fix It Apps,Transferred to Other Dept,2021,2,46
Streetlight Maintenance,EAST,Find It Fix It Apps,Reported,2024,11,46
Traffic Signal Maintenance,SOUTH,Find It Fix It Apps,Reported,2023,6,46
General Inquiry - City Light,EAST,Citizen Web Intake App,Closed,2021,8,46
Illegal Dumping / Needles,NORTH,Find It Fix It Apps,Duplicate (Closed),2023,6,45
Parking Enforcement,NORTH,Find It Fix It Apps,Transferred to Other Dept,2023,7,45
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Reported,2023,8,45
Public Litter and Recycling Cans,WEST,Find It Fix It Apps,Closed,2025,1,45
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Closed,2022,10,45
Unauthorized Encampment,SOUTH,Citizen Web Intake App,Closed,2024,6,45
General Inquiry - Customer Service Bureau,WEST,Find It Fix It Apps,Closed,2024,5,45
General Inquiry - City Light,NORTH,Citizen Web Intake App,Closed,2023,9,45
Unauthorized Encampment,NORTH,E-Mail,Closed,2023,10,45
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Reported,2024,9,45
General Inquiry - Transportation,NORTH,Citizen Web Intake App,Closed,2023,9,45
Parking Enforcement,SOUTH,Citizen Web Intake App,Closed,2021,4,45
Scooter or Bike Share Issue,NORTH,Citizen Web Intake App,Closed,2024,7,45
Streetlight Maintenance,NORTH,Citizen Web Intake App,Reported,2024,10,45
Graffiti,SOUTH,PremierOne CSR Mobile Apps,Closed,2024,6,45
General Inquiry - City Light,NORTH,Citizen Web Intake App,Closed,2025,4,45
Street Sign Maintenance,SOUTH,Find It Fix It Apps,Reported,2024,2,45
General Inquiry - Transportation,WEST,E-Mail,Closed,2021,5,45
Abandoned Vehicle/72hr Parking Ordinance,EAST,Phone,Closed,2023,2,45
Pothole,SOUTHWEST,Citizen Web Intake App,Reported,2022,3,45
Parking Enforcement,WEST,Find It Fix It Apps,Transferred to Other Dept,2022,3,45
Overgrown Vegetation,SOUTHWEST,Find It Fix It Apps,Closed,2024,1,45
Graffiti,SOUTH,Find It Fix It Apps,Closed,2023,3,45
